id,age,name,club,nationality,position,preferred_foot,release_clause,value,wage
204644,25,S. Kroon,Östersunds FK,Sweden,RM,Right,1300000.0,950000.0,2000.0
207716,25,A. Al Hafith,Al Hilal,Saudi Arabia,CB,Right,1500000.0,850000.0,11000.0
221284,25,J. Gradit,Stade Malherbe Caen,France,RB,Right,1700000.0,800000.0,7000.0
225636,21,L. Boeder,SC Paderborn 07,Germany,RB,Right,1600000.0,900000.0,3000.0
231524,22,T. Pochettino,Club Atlético Talleres,Argentina,CM,Right,,1100000.0,7000.0
176996,32,A. Robic,AS Nancy Lorraine,France,RM,Right,1100000.0,600000.0,3000.0
242021,20,E. Nazaryna,Royal Antwerp FC,Ukraine,CM,Right,2000000.0,1200000.0,3000.0
242533,24,J. Cascante,Portland Timbers,Costa Rica,LCB,Right,1400000.0,875000.0,2000.0
190821,27,A. Ibrahim,Vålerenga Fotball,Norway,CM,Right,1100000.0,850000.0,2000.0
194149,26,F. Ulvestad,Djurgårdens IF,Norway,CM,Right,1200000.0,925000.0,3000.0
205926,26,C. Çavlan,FC Emmen,Netherlands,LM,Left,1100000.0,750000.0,3000.0
218214,27,F. Ben Youssef,Ettifaq FC,Tunisia,LM,Right,1400000.0,825000.0,11000.0
230758,24,M. Pučko,Korona Kielce,Slovenia,RM,Right,1400000.0,1000000.0,2000.0
178022,30,C. Gönen,Málaga CF,Turkey,GK,Right,800000.0,500000.0,3000.0
194150,28,S. Moore,Sheffield United,England,GK,Right,998000.0,525000.0,4000.0
190311,28,L. Taylor,Charlton Athletic,Montserrat,RS,Right,1400000.0,800000.0,5000.0
204136,31,M. de Leeuw,Chicago Fire,Netherlands,CAM,Right,979000.0,675000.0,3000.0
210536,30,A. Ngamukol,Stade de Reims,DR Congo,ST,Right,1500000.0,725000.0,7000.0
226408,28,F. Brandán,San Martín de San Juan,Argentina,LM,Right,1100000.0,775000.0,6000.0
243304,21,Zubiaurre,Real Sociedad,Spain,GK,Left,2000000.0,850000.0,4000.0
173673,32,S. Quinn,Burton Albion,Republic of Ireland,CDM,Left,1000000.0,575000.0,4000.0
197226,27,S. Bertram,FC Erzgebirge Aue,Germany,RS,Left,1300000.0,825000.0,3000.0
198250,29,Z. Korcsmár,FC Midtjylland,Hungary,CB,Right,780000.0,600000.0,7000.0
52842,37,Camacho,SD Huesca,Spain,CAM,Left,572000.0,260000.0,6000.0
190058,28,D. Sorgić,FC Thun,Serbia,ST,Right,1200000.0,800000.0,6000.0
191083,28,P. Mortensen,Sarpsborg 08 FF,Denmark,LS,Right,1000000.0,800000.0,2000.0
205676,27,Tekio,Elche CF,Spain,RB,Right,969000.0,625000.0,3000.0
211820,26,P. Ofosu-Ayeh,FC Hansa Rostock,Ghana,RB,Right,,725000.0,18000.0
215148,28,M. Bíttolo,Newell's Old Boys,Argentina,LB,Left,900000.0,600000.0,6000.0
177772,33,B. Djiby Fall,Hobro IK,Senegal,ST,Right,594000.0,475000.0,4000.0
228205,29,D. Cardoso,Kaizer Chiefs,South Africa,LCB,Left,1300000.0,600000.0,1000.0
165485,30,J. Demetriou,Southend United,Cyprus,RB,Right,963000.0,550000.0,4000.0
241261,32,Ilhamjan Iminjan,Guizhou Hengfeng FC,China PR,RM,Right,1300000.0,600000.0,5000.0
194669,25,M. Ritzmaier,Wolfsberger AC,Austria,LCM,Left,1400000.0,950000.0,5000.0
231022,24,C. Dell'Orco,Sassuolo,Italy,LB,Left,1700000.0,875000.0,12000.0
205423,26,H. Shala,IK Start,Norway,RW,Left,1300000.0,950000.0,2000.0
213615,26,R. Williams,,South Africa,GK,Right,,0.0,0.0
219759,26,S. Molina,Crotone,Italy,RM,Right,1500000.0,900000.0,2000.0
222319,22,J. Ángulo,Deportivo Cali,Colombia,LB,Left,1700000.0,1100000.0,1000.0
225391,27,F. Guichón,Independiente Santa Fe,Uruguay,LM,Left,1100000.0,800000.0,2000.0
235887,20,G. Tormin,KSV Cercle Brugge,France,RM,Left,,1300000.0,14000.0
226416,28,R. Noya,Tiburones Rojos de Veracruz,Argentina,RCB,Right,1000000.0,625000.0,3000.0
230768,20,L. Clemenza,Padova,Italy,CAM,Left,,1200000.0,19000.0
237424,21,Paik Seung Ho,Girona FC,Korea Republic,CM,Right,2800000.0,1200000.0,7000.0
239728,23,L. Wolsztyński,Górnik Zabrze,Poland,RS,Right,1600000.0,1100000.0,2000.0
211825,24,P. Göbel,FC Würzburger Kickers,Germany,RB,Right,1400000.0,950000.0,3000.0
240753,18,A. Gouiri,Olympique Lyonnais,France,ST,Right,4000000.0,1600000.0,10000.0
182897,29,S. Bruzzese,KV Kortrijk,Belgium,GK,Left,945000.0,600000.0,4000.0
220786,22,M. Njie,Stabæk Fotball,Norway,LM,Right,1600000.0,1100000.0,2000.0
238450,24,S. Raggett,Rotherham United,England,CB,Right,,900000.0,8000.0
211827,24,P. Klewin,DSC Arminia Bielefeld,Germany,GK,Right,1400000.0,750000.0,3000.0
213107,27,G. Ţucudean,,Romania,ST,Right,,0.0,0.0
164467,32,J. Ward,Charlton Athletic,Northern Ireland,ST,Right,,600000.0,17000.0
241011,26,S. Jovanović,Córdoba CF,Serbia,ST,Left,1500000.0,900000.0,4000.0
180339,29,N. Schouterden,KAS Eupen,Belgium,LM,Left,1100000.0,750000.0,5000.0
212340,26,S. Wannenwetsch,FC Hansa Rostock,Germany,RB,Right,1200000.0,775000.0,2000.0
225908,19,R. Oxford,West Ham United,England,CB,Right,3200000.0,1300000.0,9000.0
227700,23,R. Gelmi,FC Thun,Switzerland,RCB,Right,1800000.0,1100000.0,4000.0
233588,25,Elgezabal,AD Alcorcón,Spain,CB,Right,,825000.0,7000.0
183412,29,C. Schorch,KFC Uerdingen 05,Germany,RCB,Right,870000.0,600000.0,3000.0
183924,30,F. Migliore,US Cremonese,Italy,LB,Left,880000.0,550000.0,2000.0
11381,36,M. Gilks,Scunthorpe United,Scotland,GK,Right,175000.0,100000.0,2000.0
230261,34,Renan Tojeiras,Sport Club do Recife,Brazil,CDM,Left,437000.0,230000.0,5000.0
237429,23,G. Miura,Gamba Osaka,Japan,RCB,Right,1500000.0,1000000.0,4000.0
145014,31,Juande,Perth Glory,Spain,RDM,Right,656000.0,525000.0,2000.0
214390,30,H. Rojas,Millonarios FC,Colombia,CM,Left,980000.0,700000.0,2000.0
230262,26,Nuno Cedrim,Vitória,Brazil,CAM,Right,1600000.0,825000.0,5000.0
235126,21,F. Orlando,US Salernitana 1919,Italy,RW,Left,2500000.0,1400000.0,2000.0
118646,33,I. Henderson,Rochdale,England,LCM,Right,831000.0,475000.0,3000.0
201847,24,L. Bostyn,SV Zulte-Waregem,Belgium,GK,Right,1100000.0,700000.0,3000.0
213367,25,L. Abergel,AS Nancy Lorraine,France,RB,Right,1500000.0,825000.0,3000.0
218743,23,A. Zapata,Envigado FC,Colombia,RW,Left,1700000.0,1100000.0,1000.0
190583,26,M. Smith,Rotherham United,England,ST,Right,1700000.0,900000.0,12000.0
135032,33,N. Zimling,SønderjyskE,Denmark,LCM,Right,563000.0,450000.0,5000.0
222328,21,J. Bager,Randers FC,Denmark,RCB,Right,1300000.0,925000.0,3000.0
244344,21,G. Masouras,Olympiacos CFP,Greece,RB,Right,2200000.0,900000.0,1000.0
134777,34,G. Bourillon,La Berrichonne de Châteauroux,France,CB,Right,403000.0,230000.0,2000.0
233849,23,A. D'Alberto,Moreirense FC,Belgium,RB,Right,1800000.0,850000.0,2000.0
212346,28,Lee Seok Hyun,Pohang Steelers,Korea Republic,RCM,Right,938000.0,750000.0,3000.0
221050,27,W. Francis,Seattle Sounders FC,Costa Rica,LB,Left,938000.0,625000.0,3000.0
223354,25,B. Vătăjelu,Sparta Praha,Romania,LM,Left,2200000.0,950000.0,1000.0
224378,24,M. Bani,Chievo Verona,Italy,RCB,Right,1600000.0,875000.0,5000.0
238970,25,N. Butzen,1. FC Magdeburg,Germany,RM,Right,1500000.0,925000.0,5000.0
243834,18,L. Ilić,NAC Breda,Serbia,CAM,Left,,1300000.0,15000.0
192890,28,E. Trejo,Querétaro,Mexico,CM,Left,1300000.0,750000.0,4000.0
198011,26,T. Eaves,Gillingham,England,RS,Right,1600000.0,900000.0,4000.0
211067,23,D. Del Fabro,US Cremonese,Italy,CB,Right,,875000.0,20000.0
211323,23,Pol García,Sint-Truidense VV,Spain,LCB,Left,1500000.0,900000.0,4000.0
222587,23,F. Escobar,Atlanta United,Argentina,RB,Right,1500000.0,900000.0,2000.0
224123,25,D. Agazzi,Livorno,Italy,RCM,Right,,950000.0,8000.0
165243,31,C. Cambon,US Orléans Loiret Football,France,RCB,Right,919000.0,525000.0,2000.0
239483,26,A. Tembeng,CD Tondela,Cameroon,CDM,Left,1700000.0,800000.0,2000.0
240507,17,A. Gomes,Manchester United,England,CAM,Right,4300000.0,1500000.0,15000.0
230268,26,Estevãtinho,Fluminense,Brazil,CAM,Right,1600000.0,825000.0,9000.0
213117,28,S. Lex,TSV 1860 München,Germany,RW,Right,1100000.0,775000.0,3000.0
228221,25,Bernabé,Gimnàstic de Tarragona,Spain,GK,Right,1400000.0,750000.0,2000.0
232573,25,K. Matsubara,Yokohama F. Marinos,Japan,RB,Right,1100000.0,850000.0,2000.0
236669,21,E. Purita,San Martin de Tucumán,Argentina,RB,Right,,1500000.0,5000.0
243581,24,S. Guri,KV Oostende,Albania,ST,Right,1600000.0,1000000.0,5000.0
244605,23,C. Albanis,AEK Athens,Greece,LM,Right,2500000.0,1000000.0,1000.0
215422,23,F. Holthaus,FC Energie Cottbus,Germany,LWB,Left,1600000.0,950000.0,1000.0
226431,19,L. da Silva Lopes,Wigan Athletic,Portugal,RM,Right,2800000.0,1300000.0,8000.0
170879,30,S. MacDonald,Wigan Athletic,Wales,CDM,Right,1100000.0,575000.0,16000.0
173695,31,M. Reynolds,Aberdeen,Scotland,CB,Left,919000.0,525000.0,3000.0
190079,27,M. Janota,Arka Gdynia,Poland,CAM,Left,1100000.0,800000.0,2000.0
221824,28,Piao Cheng,Beijing Sinobo Guoan FC,China PR,RCM,Right,1700000.0,750000.0,7000.0
223104,25,M. McNulty,Reading,Scotland,ST,Right,1900000.0,950000.0,12000.0
229248,25,Alan Schons,Moreirense FC,Brazil,CM,Right,2100000.0,950000.0,2000.0
241025,21,L. Heredia,Club Atlético Colón,Argentina,RW,Right,1900000.0,1100000.0,4000.0
183425,27,T. Elliott,Millwall,England,ST,Right,1600000.0,825000.0,6000.0
191105,28,R. Lundström,AIK,Sweden,RWB,Right,780000.0,600000.0,3000.0
206210,24,S. Ganz,Ascoli,Italy,ST,Right,1700000.0,1000000.0,2000.0
243586,25,A. El Kaabi,Hebei China Fortune FC,Morocco,ST,Left,2200000.0,1000000.0,6000.0
198019,27,P. Testroet,FC Erzgebirge Aue,Germany,LS,Right,1300000.0,825000.0,3000.0
205443,28,S. Benyamina,Pogoń Szczecin,Germany,ST,Right,1100000.0,800000.0,3000.0
214915,26,C. Sepúlveda,CD Huachipato,Chile,LCM,Right,1200000.0,850000.0,2000.0
219779,24,E. Assifuah,Le Havre AC,Ghana,ST,Right,1800000.0,975000.0,3000.0
161667,31,L. Robles,Puebla FC,Mexico,CM,Right,893000.0,525000.0,3000.0
230019,24,V. N'Simba,Clermont Foot 63,DR Congo,LB,Left,1500000.0,800000.0,2000.0
238979,29,C. Handke,1. FC Magdeburg,Germany,CB,Right,930000.0,600000.0,5000.0
239747,20,S. Córdova,FC Augsburg,Venezuela,ST,Right,2500000.0,1300000.0,7000.0
192643,31,K. Kratz,Atlanta United,Germany,CAM,Right,1000000.0,675000.0,3000.0
212100,21,M. Lowe,Aberdeen,England,LB,Left,,1100000.0,9000.0
219780,24,Claude Gonçalves,ESTAC Troyes,Portugal,CDM,Right,1600000.0,850000.0,3000.0
186756,31,D. Swanson,St. Johnstone FC,Scotland,LM,Right,1200000.0,675000.0,3000.0
199813,26,G. Trauner,LASK Linz,Austria,CB,Right,1300000.0,850000.0,4000.0
136069,37,Accioly,Santa Clara,Brazil,LCB,Right,210000.0,100000.0,2000.0
214661,24,G. Iñíguez,Udinese,Argentina,CM,Right,1900000.0,1000000.0,8000.0
223877,22,D. Furlong,Queens Park Rangers,England,RB,Right,1900000.0,900000.0,3000.0
224389,21,J. Larsson,IFK Norrköping,Sweden,ST,Left,1800000.0,1300000.0,2000.0
230789,22,Matheus Índio,Boavista FC,Brazil,RM,Left,2600000.0,1100000.0,3000.0
189573,25,Guarrotxena,Pogoń Szczecin,Spain,RM,Right,1300000.0,900000.0,3000.0
204422,26,D. McGowan,Gangwon FC,Australia,CB,Right,994000.0,750000.0,2000.0
205190,26,B. Sankoh,Stade Malherbe Caen,Guinea,CDM,Right,1700000.0,800000.0,7000.0
152454,30,G. Evans,Portsmouth,England,CAM,Right,1300000.0,725000.0,4000.0
217990,27,J. Gómez,Unión Española,Argentina,RB,Right,998000.0,700000.0,2000.0
224134,26,A. Márquez,CD O'Higgins,Chile,RB,Right,1000000.0,725000.0,3000.0
188038,29,O. Čelůstka,Antalyaspor,Czech Republic,RCB,Right,1200000.0,575000.0,6000.0
143751,31,F. Öztorun,Atiker Konyaspor,Turkey,LB,Left,1000000.0,500000.0,6000.0
219527,25,C. Mafla,Atlético Nacional,Colombia,LB,Left,1200000.0,825000.0,2000.0
231815,21,I. Ochoa,CD Everton de Viña del Mar,Mexico,CDM,Right,,975000.0,6000.0
234119,20,Lucas Fernandes,Portimonense SC,Brazil,CM,Right,4000000.0,1500000.0,3000.0
243591,25,Fernando Andrade,Santa Clara,Brazil,RW,Right,2200000.0,1000000.0,2000.0
186503,30,T. Breukers,Heracles Almelo,Netherlands,RB,Right,798000.0,550000.0,3000.0
191111,29,E. Salomonsson,IFK Göteborg,Sweden,RWB,Right,719000.0,575000.0,2000.0
201352,27,A. Iacobucci,Frosinone,Italy,GK,Right,1100000.0,600000.0,4000.0
204424,23,P. Izzo,Adelaide United,Australia,GK,Right,961000.0,725000.0,1000.0
238984,25,M. Farrona Pulido,VfL Osnabrück,Germany,LM,Right,1400000.0,925000.0,2000.0
241032,23,S. Diarra,Racing Club de Lens,Mali,RM,Right,2000000.0,1000000.0,3000.0
236169,30,Frederico Rendel,Cruzeiro,Brazil,CAM,Right,1400000.0,725000.0,9000.0
189833,28,R. Tait,Motherwell,Scotland,LWB,Right,1100000.0,600000.0,3000.0
144010,32,Y. Kurtuluş,Antalyaspor,Turkey,RCM,Right,900000.0,450000.0,6000.0
211850,27,M. Starke,FC Carl Zeiss Jena,Namibia,CF,Left,1400000.0,900000.0,1000.0
213642,22,J. Wilson,Aberdeen,England,ST,Left,,1100000.0,29000.0
223114,27,E. Tozlu,Yeni Malatyaspor,Turkey,LM,Left,1600000.0,800000.0,5000.0
171402,32,Javi Flores,Elche CF,Spain,LCM,Right,891000.0,575000.0,3000.0
195722,33,R. Cereceda,CD O'Higgins,Chile,LB,Left,392000.0,290000.0,3000.0
203915,29,E. Padella,Ascoli,Italy,LCB,Right,930000.0,600000.0,2000.0
221323,20,J. Onguéné,FC Red Bull Salzburg,Cameroon,LCB,Right,3200000.0,1500000.0,8000.0
224395,25,B. Bahn,Hallescher FC,Germany,LDM,Right,1400000.0,925000.0,2000.0
232843,21,D. Prokop,FK Austria Wien,Austria,CAM,Right,2200000.0,1300000.0,5000.0
234891,21,N. Seufert,DSC Arminia Bielefeld,Germany,CM,Right,2300000.0,1300000.0,4000.0
239755,23,S. Lobjanidze,Randers FC,Georgia,LM,Left,1600000.0,1100000.0,4000.0
224140,30,J. Miño,Deportes Iquique,Argentina,LDM,Right,776000.0,575000.0,1000.0
238988,22,M. Ullmann,LASK Linz,Austria,LM,Left,1700000.0,1000000.0,3000.0
177804,29,M. Mandorlini,Padova,Italy,CM,Right,1100000.0,725000.0,2000.0
220045,21,C. Mahoney,Birmingham City,England,RM,Left,,1200000.0,14000.0
223117,29,J. Fortes,Excelsior,Cape Verde,RB,Right,834000.0,575000.0,3000.0
234893,26,G. Mastinu,Spezia,Italy,CAM,Left,1500000.0,900000.0,2000.0
236173,30,Alex Doneiro,Atlético Mineiro,Brazil,CAM,Left,1400000.0,725000.0,11000.0
213646,24,Miguel Oliveira,Vitória Guimarães,Portugal,GK,Left,1500000.0,700000.0,2000.0
220558,24,J. von Haacke,SV Meppen,Germany,RDM,Left,,975000.0,6000.0
227982,21,Jang Yun Ho,Jeonbuk Hyundai Motors,Korea Republic,CM,Right,1600000.0,1100000.0,3000.0
238222,20,F. Beijmo,SV Werder Bremen,Sweden,RB,Right,2300000.0,1200000.0,6000.0
177294,30,D. Furman,,South Africa,LDM,Right,,0.0,0.0
200592,29,Park Jong Woo,Suwon Samsung Bluewings,Korea Republic,CM,Right,906000.0,725000.0,3000.0
221328,24,E. Lieftink,Willem II,Netherlands,CM,Left,1500000.0,1000000.0,3000.0
224144,27,Diego Aguirre,Real Zaragoza,Spain,LM,Left,1300000.0,800000.0,4000.0
230288,26,Gustavo Pastinho,Internacional,Brazil,ST,Right,1600000.0,825000.0,10000.0
230800,21,R. Manaj,Albacete BP,Albania,ST,Right,,1300000.0,14000.0
235152,18,F. Kadioglu,Fenerbahçe SK,Netherlands,CAM,Right,2600000.0,1300000.0,9000.0
244624,21,Alex López,RCD Espanyol,Spain,CM,Right,2600000.0,1100000.0,6000.0
179856,36,D. Perkins,Rochdale,England,CM,Left,420000.0,240000.0,2000.0
201873,29,J. Bendik,Orlando City SC,United States,GK,Left,984000.0,625000.0,2000.0
214929,23,Varela,CF Rayo Majadahonda,Spain,LM,Left,1600000.0,900000.0,2000.0
239249,19,Oriol Busquets,FC Barcelona,Spain,CDM,Right,4000000.0,1500000.0,14000.0
244625,20,Pipa,RCD Espanyol,Spain,RB,Right,2200000.0,975000.0,6000.0
201362,30,Pardo,Extremadura UD,Spain,RCB,Right,891000.0,575000.0,3000.0
208018,24,T. Lam,PEC Zwolle,Finland,LCM,Right,1300000.0,825000.0,3000.0
229266,20,J. Rodon,Swansea City,Wales,LCB,Right,2200000.0,1000000.0,6000.0
239250,18,Abel Ruiz,FC Barcelona,Spain,ST,Right,4200000.0,1600000.0,21000.0
201875,29,J. Attinella,Portland Timbers,United States,GK,Right,945000.0,600000.0,2000.0
207763,24,A. Mendoza,U.N.A.M.,Mexico,LB,Left,1500000.0,825000.0,6000.0
215443,23,P. Zinckernagel,FK Bodø/Glimt,Denmark,RW,Right,1500000.0,1000000.0,2000.0
223123,29,E. Güral,Alanyaspor,Turkey,RM,Left,1500000.0,750000.0,5000.0
232595,24,Ko Seung Beom,Daegu FC,Korea Republic,RM,Right,,1000000.0,3000.0
239763,19,E. Zhegrova,KRC Genk,Kosovo,RM,Left,3000000.0,1400000.0,3000.0
201621,26,B. Baráth,,Hungary,RB,Right,,0.0,0.0
215701,28,E. Bakker,De Graafschap,Netherlands,RCM,Right,1100000.0,750000.0,3000.0
216981,22,G. Kastaneer,NAC Breda,Curacao,LM,Right,1900000.0,1200000.0,3000.0
224149,22,R. Rubin,Club Tijuana,United States,ST,Right,2100000.0,1100000.0,7000.0
227477,22,F. Altamirano,Club Atlético Banfield,Argentina,GK,Right,1800000.0,1100000.0,3000.0
228245,25,M. Wanitzek,Karlsruher SC,Germany,LCM,Right,1400000.0,950000.0,3000.0
232597,29,H. Fujiharu,Gamba Osaka,Japan,LB,Left,719000.0,575000.0,4000.0
237461,24,C. Colmán,FC Dallas,Paraguay,ST,Right,1800000.0,1100000.0,3000.0
237973,20,K. Kuchaev,PFC CSKA Moscow,Russia,CAM,Right,3000000.0,1200000.0,1000.0
241301,21,J. Shonga,Orlando Pirates,Zambia,ST,Right,2500000.0,1100000.0,1000.0
189077,28,S. Sararer,Karlsruher SC,Turkey,LM,Right,1100000.0,775000.0,3000.0
212118,22,M. Grimes,Swansea City,England,LB,Left,2200000.0,1000000.0,8000.0
213654,22,G. Kamara,Dundee FC,Finland,RCM,Right,2200000.0,1100000.0,3000.0
224150,24,J. Salas,Cruz Azul,Mexico,CM,Right,1700000.0,975000.0,7000.0
231318,20,R. Perraud,Paris FC,France,LB,Left,,1200000.0,7000.0
200855,25,G. Baldock,Sheffield United,England,RWB,Right,1600000.0,800000.0,4000.0
232599,21,Y. Nakayama,Kashiwa Reysol,Japan,LDM,Left,1300000.0,925000.0,3000.0
240023,27,P. Eler,FC Wacker Innsbruck,Slovenia,ST,Right,,900000.0,3000.0
176023,33,Nano,UD Almería,Spain,LB,Left,450000.0,290000.0,3000.0
242327,27,X. Mlambo,Orlando Pirates,South Africa,CM,Right,1900000.0,850000.0,1000.0
244375,24,O. Andrievskyi,Dynamo Kyiv,Ukraine,CDM,Left,2100000.0,925000.0,1000.0
184471,29,A. Judge,Brentford,Republic of Ireland,LW,Right,1400000.0,750000.0,16000.0
198040,29,E. Alvarado,Trabzonspor,Costa Rica,GK,Right,1100000.0,525000.0,8000.0
209816,24,Buatu,Rio Ave FC,Angola,LCB,Right,1900000.0,875000.0,3000.0
239768,25,A. Czerwiński,Zagłębie Lubin,Poland,RB,Right,1100000.0,800000.0,2000.0
186776,30,V. Sarno,Padova,Italy,CAM,Left,1100000.0,725000.0,2000.0
205465,30,M. Pušić,SV Mattersburg,Austria,ST,Left,1100000.0,725000.0,8000.0
206489,25,E. Fryers,Barnsley,England,LB,Left,1500000.0,800000.0,4000.0
207769,32,P. Caballero,UD Almería,Argentina,ST,Left,930000.0,600000.0,4000.0
156313,33,A. El-Abd,Wycombe Wanderers,Egypt,LCB,Right,525000.0,300000.0,3000.0
224665,20,K. Wojtkowski,Wisła Kraków,Poland,CAM,Right,3300000.0,1700000.0,2000.0
238489,25,T. Boss,SG Dynamo Dresden,Germany,GK,Right,1400000.0,750000.0,5000.0
239513,19,J. Earl,Preston North End,England,LB,Left,2300000.0,1100000.0,2000.0
144282,31,S. Özkan,Antalyaspor,Turkey,LM,Right,1400000.0,675000.0,6000.0
219546,24,J. Murillo,Independiente Medellín,Colombia,LCB,Right,1400000.0,900000.0,1000.0
214684,31,S. Jaime,Unión Española,Argentina,ST,Right,911000.0,675000.0,2000.0
225692,21,M. Bader,1. FC Köln,Germany,RB,Right,1700000.0,975000.0,5000.0
227740,23,D. Arboleda,América de Cali,Colombia,CB,Right,,1100000.0,1000.0
233372,22,B. Merlini,San Lorenzo de Almagro,Argentina,LM,Right,2000000.0,1200000.0,6000.0
204445,29,M. Smith,Heart of Midlothian,Northern Ireland,RB,Right,1000000.0,575000.0,3000.0
219293,22,M. Helik,Cracovia,Poland,CB,Right,1200000.0,875000.0,2000.0
229277,22,J. Föhrenbach, SSV Jahn Regensburg,Germany,LB,Left,,875000.0,6000.0
232861,28,K. Mizunuma,Cerezo Osaka,Japan,RM,Right,969000.0,775000.0,3000.0
178589,29,S. Jamieson,Melbourne City FC,Australia,LB,Left,719000.0,575000.0,4000.0
194717,29,R. Grange,Sporting de Charleroi,France,RM,Right,1100000.0,750000.0,5000.0
211870,28,D. Nazarov,FC Erzgebirge Aue,Azerbaijan,ST,Right,1200000.0,800000.0,4000.0
214175,26,C. Robles,Deportes Tolima,Colombia,CDM,Right,1200000.0,825000.0,2000.0
223135,28,M. Akbaş,Trabzonspor,Turkey,CB,Left,1300000.0,625000.0,10000.0
234399,20,J. Eggestein,SV Werder Bremen,Germany,RW,Right,3900000.0,1700000.0,7000.0
198816,34,P. Bouby,US Orléans Loiret Football,France,LCB,Left,403000.0,230000.0,2000.0
201888,24,V. Berisha,SK Rapid Wien,Norway,LM,Right,1500000.0,975000.0,6000.0
205216,26,Sérgio Marakis,CD Nacional,Portugal,CDM,Right,1700000.0,775000.0,4000.0
220832,23,N. Rubio,Envigado FC,Colombia,CAM,Right,1800000.0,1200000.0,1000.0
228768,21,Xande Silva,West Ham United,Portugal,ST,Right,2600000.0,1300000.0,18000.0
236192,34,Claudio Silbeiro,Atlético Paranaense,Brazil,ST,Left,760000.0,400000.0,6000.0
204449,27,S. Marzo,Sporting Lokeren,Belgium,RB,Right,938000.0,625000.0,5000.0
214689,36,G. Villagra,CD Antofagasta,Chile,CM,Right,324000.0,240000.0,1000.0
221601,23,Carlos Abad,Córdoba CF,Spain,GK,Right,,950000.0,2000.0
231841,21,M. Prévot,FC Sochaux-Montbéliard,France,GK,Right,2100000.0,1100000.0,1000.0
167841,29,C. Maguire,Sunderland,Scotland,CAM,Right,1300000.0,750000.0,5000.0
243617,27,F. Serrarens,De Graafschap,Netherlands,LS,Right,1400000.0,900000.0,4000.0
203426,26,K. Løkberg,Ranheim Fotball,Norway,RCM,Right,1200000.0,925000.0,2000.0
211874,25,S. Scherder,SC Preußen Münster,Germany,CB,Right,1200000.0,775000.0,2000.0
236194,30,Venanzio Meirás,Chapecoense,Brazil,ST,Left,1400000.0,725000.0,6000.0
240290,25,João Pedro,Al Fateh,Brazil,ST,Right,1700000.0,975000.0,10000.0
193442,27,L. Duarte,Heracles Almelo,Netherlands,RM,Left,1100000.0,775000.0,3000.0
202915,27,Quintanilla,Córdoba CF,Spain,RCB,Right,1200000.0,750000.0,3000.0
214435,29,E. Carvajal,Deportes Iquique,Chile,CDM,Right,,600000.0,2000.0
216483,22,T. Fosu,Charlton Athletic,England,CAM,Right,2200000.0,1100000.0,4000.0
231587,22,L. Caicedo,New England Revolution,Colombia,RDM,Right,1700000.0,1100000.0,3000.0
240035,25,Néstor Albiach,Sparta Praha,Spain,CAM,Left,2100000.0,925000.0,1000.0
190883,30,A. DeLaGarza,Houston Dynamo,Guam,RB,Right,825000.0,550000.0,3000.0
126883,31,A. Durak,Çaykur Rizespor,Turkey,CDM,Right,1100000.0,525000.0,5000.0
209316,23,T. Haye,Lecce,Netherlands,CM,Right,1600000.0,975000.0,2000.0
234660,22,Jaílson,Fenerbahçe SK,Brazil,CDM,Right,2400000.0,1100000.0,15000.0
188836,27,J. Steele,Brighton & Hove Albion,England,GK,Right,1300000.0,650000.0,11000.0
209317,26,P. Vlachodimos,Nîmes Olympique,Greece,LM,Right,1700000.0,825000.0,6000.0
225445,26,D. Bohar,Zagłębie Lubin,Slovenia,RM,Right,1100000.0,825000.0,3000.0
229797,24,H. Elhouni,CD Aves,Libya,LW,Right,2200000.0,1000000.0,4000.0
242341,21,O. Mihálik,AZ Alkmaar,Czech Republic,ST,Right,2000000.0,1100000.0,4000.0
183973,29,L. Nestor,Valenciennes FC,France,CB,Right,1200000.0,675000.0,3000.0
184229,30,J. Thomassen,Sarpsborg 08 FF,Norway,LB,Left,688000.0,550000.0,2000.0
202662,27,S. Lewerenz,Holstein Kiel,Germany,LM,Right,1200000.0,800000.0,5000.0
228774,20,V. Marchetti,AS Nancy Lorraine,France,LB,Left,2400000.0,1200000.0,2000.0
242342,20,G. Lódico,Club Atlético Lanús,Argentina,CM,Right,2300000.0,1300000.0,5000.0
203431,25,Leandro,Kashima Antlers,Brazil,LM,Right,1300000.0,925000.0,4000.0
211623,23,R. Colclough,Scunthorpe United,England,LM,Right,2000000.0,1000000.0,4000.0
214695,31,J. Ampuero,Unión Española,Chile,RCB,Right,709000.0,525000.0,2000.0
221095,22,Dani Romera,Cádiz CF,Spain,ST,Right,2000000.0,1100000.0,4000.0
165031,30,C. Acuña,Albacete BP,Paraguay,ST,Right,1200000.0,725000.0,4000.0
244135,24,A. Radovanović,Racing Club de Lens,Serbia,RCB,Left,1600000.0,850000.0,3000.0
187047,29,W. Moimbé-Tahrat,AS Nancy Lorraine,France,LB,Left,1000000.0,575000.0,3000.0
229288,20,R. de Boer,AZ Alkmaar,Netherlands,GK,Right,1700000.0,1000000.0,3000.0
230568,21,N. Julan,En Avant de Guingamp,France,ST,Right,2900000.0,1300000.0,6000.0
210601,26,T. Ebner,FK Austria Wien,Austria,RCM,Right,1100000.0,750000.0,6000.0
212137,22,A. Vindheim,Malmö FF,Norway,RB,Right,1400000.0,900000.0,2000.0
