id,acceleration,balance,ballcontrol,crossing,dribbling,finishing,jumping,overall,positioning,stamina
229175,73.0,76.0,66.0,60.0,66.0,30.0,90.0,65,48.0,65.0
237368,52.0,51.0,54.0,61.0,59.0,36.0,68.0,65,31.0,34.0
239928,65.0,53.0,44.0,28.0,31.0,20.0,72.0,65,22.0,64.0
244792,56.0,60.0,54.0,38.0,44.0,26.0,61.0,65,32.0,63.0
138297,68.0,72.0,66.0,65.0,69.0,59.0,51.0,65,62.0,42.0
211001,33.0,41.0,70.0,54.0,49.0,39.0,72.0,65,49.0,30.0
219449,68.0,77.0,67.0,57.0,70.0,54.0,74.0,65,59.0,68.0
234553,63.0,55.0,67.0,51.0,69.0,49.0,72.0,65,42.0,70.0
239417,62.0,52.0,49.0,27.0,26.0,18.0,66.0,65,23.0,52.0
187193,63.0,61.0,39.0,53.0,38.0,34.0,82.0,65,35.0,48.0
224570,75.0,61.0,58.0,29.0,56.0,65.0,73.0,65,66.0,50.0
230458,63.0,47.0,55.0,39.0,32.0,43.0,66.0,65,32.0,74.0
232250,59.0,71.0,62.0,57.0,61.0,44.0,65.0,65,48.0,72.0
242490,64.0,70.0,66.0,40.0,63.0,51.0,58.0,65,52.0,79.0
204091,69.0,69.0,71.0,46.0,67.0,57.0,60.0,65,64.0,63.0
206139,52.0,55.0,58.0,55.0,57.0,49.0,64.0,65,42.0,83.0
210747,68.0,63.0,63.0,70.0,60.0,25.0,71.0,65,58.0,54.0
214587,41.0,57.0,23.0,28.0,7.0,20.0,56.0,65,15.0,25.0
241467,68.0,78.0,65.0,64.0,70.0,72.0,47.0,65,58.0,62.0
181307,48.0,51.0,62.0,40.0,56.0,58.0,66.0,65,69.0,78.0
192315,76.0,92.0,64.0,57.0,66.0,67.0,56.0,65,70.0,59.0
204860,75.0,64.0,66.0,38.0,63.0,61.0,63.0,65,65.0,76.0
214588,60.0,53.0,58.0,68.0,55.0,21.0,70.0,65,35.0,82.0
231484,68.0,60.0,68.0,37.0,67.0,69.0,73.0,65,65.0,60.0
237116,64.0,58.0,43.0,25.0,39.0,29.0,77.0,65,27.0,68.0
182844,50.0,73.0,62.0,64.0,61.0,38.0,67.0,65,64.0,55.0
186172,62.0,62.0,55.0,55.0,50.0,39.0,80.0,65,44.0,70.0
204349,30.0,26.0,21.0,22.0,5.0,7.0,30.0,65,14.0,32.0
206653,72.0,59.0,65.0,54.0,63.0,64.0,59.0,65,55.0,80.0
17725,22.0,52.0,39.0,46.0,43.0,34.0,58.0,65,29.0,55.0
192317,53.0,59.0,19.0,11.0,11.0,11.0,56.0,65,16.0,39.0
208958,40.0,47.0,20.0,12.0,15.0,12.0,57.0,65,11.0,36.0
221502,76.0,56.0,58.0,28.0,58.0,63.0,79.0,65,65.0,46.0
200255,84.0,59.0,64.0,62.0,67.0,48.0,54.0,65,55.0,65.0
205887,64.0,62.0,65.0,38.0,57.0,66.0,63.0,65,65.0,60.0
206399,72.0,68.0,62.0,60.0,61.0,54.0,69.0,65,58.0,78.0
226879,76.0,78.0,66.0,57.0,67.0,64.0,66.0,65,65.0,73.0
231743,68.0,76.0,61.0,45.0,72.0,61.0,68.0,65,68.0,68.0
229440,51.0,34.0,43.0,26.0,46.0,20.0,70.0,65,49.0,45.0
231488,93.0,76.0,67.0,62.0,74.0,54.0,58.0,65,50.0,68.0
239936,74.0,72.0,67.0,32.0,66.0,68.0,71.0,65,63.0,68.0
193344,73.0,59.0,61.0,65.0,59.0,67.0,60.0,65,67.0,68.0
165185,57.0,70.0,65.0,48.0,61.0,64.0,72.0,65,65.0,71.0
231489,20.0,41.0,12.0,10.0,9.0,6.0,58.0,65,5.0,26.0
243521,78.0,75.0,63.0,60.0,67.0,48.0,65.0,65,67.0,69.0
212546,67.0,55.0,60.0,57.0,57.0,30.0,71.0,65,48.0,75.0
213314,42.0,48.0,25.0,18.0,13.0,19.0,55.0,65,11.0,23.0
219458,84.0,72.0,64.0,55.0,65.0,67.0,88.0,65,68.0,84.0
199491,75.0,77.0,62.0,57.0,52.0,23.0,71.0,65,42.0,70.0
216387,70.0,63.0,63.0,30.0,61.0,63.0,62.0,65,59.0,53.0
232003,26.0,48.0,17.0,10.0,13.0,5.0,62.0,65,8.0,28.0
237635,88.0,79.0,66.0,60.0,69.0,52.0,60.0,65,60.0,65.0
244547,28.0,39.0,12.0,10.0,14.0,8.0,45.0,65,6.0,22.0
217156,36.0,45.0,24.0,20.0,17.0,16.0,32.0,65,15.0,38.0
226628,34.0,31.0,49.0,30.0,30.0,24.0,66.0,65,24.0,62.0
202053,90.0,70.0,70.0,64.0,71.0,54.0,58.0,65,60.0,32.0
203845,74.0,82.0,62.0,68.0,64.0,44.0,61.0,65,57.0,64.0
204101,73.0,81.0,64.0,68.0,67.0,53.0,73.0,65,61.0,68.0
227909,35.0,42.0,14.0,17.0,12.0,17.0,55.0,65,19.0,33.0
237893,75.0,62.0,65.0,63.0,53.0,22.0,62.0,65,43.0,65.0
240453,67.0,69.0,45.0,33.0,31.0,25.0,71.0,65,33.0,73.0
244037,75.0,71.0,64.0,65.0,66.0,60.0,72.0,65,62.0,61.0
180293,67.0,83.0,61.0,59.0,45.0,24.0,79.0,65,52.0,63.0
224070,64.0,49.0,61.0,57.0,66.0,60.0,70.0,65,61.0,72.0
239686,74.0,66.0,60.0,59.0,59.0,55.0,79.0,65,56.0,81.0
245062,58.0,67.0,65.0,32.0,36.0,29.0,65.0,65,25.0,63.0
188230,62.0,68.0,64.0,57.0,62.0,64.0,68.0,65,68.0,68.0
221511,61.0,34.0,60.0,38.0,55.0,62.0,58.0,65,64.0,67.0
163143,45.0,71.0,62.0,54.0,52.0,32.0,74.0,65,49.0,59.0
230983,54.0,71.0,66.0,30.0,67.0,68.0,72.0,65,62.0,52.0
239431,71.0,86.0,68.0,66.0,66.0,31.0,65.0,65,42.0,64.0
243015,62.0,54.0,51.0,27.0,34.0,25.0,73.0,65,27.0,63.0
217160,82.0,72.0,64.0,55.0,66.0,57.0,76.0,65,65.0,78.0
221768,62.0,52.0,55.0,46.0,48.0,39.0,53.0,65,46.0,64.0
239944,78.0,62.0,63.0,59.0,70.0,62.0,71.0,65,57.0,73.0
193608,64.0,71.0,67.0,54.0,64.0,56.0,67.0,65,51.0,83.0
203849,34.0,38.0,23.0,11.0,11.0,13.0,54.0,65,10.0,28.0
211785,79.0,77.0,66.0,65.0,68.0,46.0,64.0,65,65.0,69.0
235849,62.0,48.0,60.0,34.0,56.0,23.0,68.0,65,34.0,72.0
239945,70.0,91.0,69.0,53.0,65.0,51.0,51.0,65,53.0,59.0
240969,71.0,69.0,66.0,44.0,63.0,65.0,60.0,65,68.0,56.0
226122,55.0,52.0,58.0,31.0,62.0,67.0,62.0,65,60.0,60.0
231498,50.0,57.0,56.0,39.0,53.0,23.0,72.0,65,33.0,70.0
200779,77.0,63.0,60.0,44.0,61.0,63.0,72.0,65,59.0,58.0
223819,73.0,70.0,67.0,67.0,66.0,63.0,66.0,65,64.0,58.0
226123,69.0,64.0,65.0,64.0,63.0,64.0,64.0,65,58.0,72.0
238923,84.0,74.0,58.0,59.0,59.0,56.0,70.0,65,65.0,91.0
200780,72.0,78.0,62.0,58.0,63.0,49.0,66.0,65,53.0,75.0
209740,63.0,59.0,61.0,61.0,62.0,52.0,70.0,65,55.0,70.0
107084,31.0,34.0,21.0,13.0,11.0,14.0,50.0,65,15.0,32.0
199245,38.0,41.0,23.0,18.0,15.0,10.0,69.0,65,12.0,26.0
200525,40.0,38.0,25.0,17.0,19.0,11.0,70.0,65,11.0,39.0
206157,46.0,43.0,60.0,47.0,48.0,49.0,64.0,65,48.0,65.0
214093,37.0,61.0,63.0,48.0,53.0,53.0,49.0,65,56.0,49.0
224589,87.0,84.0,63.0,57.0,58.0,31.0,64.0,65,46.0,74.0
232269,67.0,67.0,66.0,65.0,67.0,61.0,57.0,65,64.0,66.0
241741,79.0,87.0,68.0,58.0,71.0,57.0,57.0,65,55.0,69.0
183885,56.0,76.0,62.0,61.0,61.0,56.0,75.0,65,64.0,77.0
224590,60.0,67.0,66.0,60.0,61.0,48.0,61.0,65,52.0,74.0
226382,68.0,73.0,67.0,50.0,65.0,32.0,88.0,65,44.0,75.0
239438,73.0,67.0,33.0,33.0,35.0,25.0,76.0,65,30.0,63.0
244046,68.0,49.0,59.0,36.0,58.0,70.0,68.0,65,59.0,56.0
219471,63.0,50.0,39.0,25.0,35.0,24.0,66.0,65,23.0,55.0
219727,72.0,67.0,60.0,56.0,61.0,66.0,72.0,65,66.0,78.0
230223,67.0,60.0,64.0,29.0,49.0,32.0,67.0,65,38.0,58.0
245583,69.0,65.0,70.0,64.0,69.0,65.0,48.0,65,60.0,63.0
223056,80.0,76.0,66.0,66.0,64.0,58.0,48.0,65,59.0,66.0
227920,84.0,77.0,71.0,59.0,74.0,59.0,50.0,65,58.0,64.0
235856,50.0,43.0,17.0,11.0,16.0,7.0,64.0,65,2.0,23.0
246608,65.0,77.0,70.0,61.0,68.0,49.0,51.0,65,59.0,64.0
232785,80.0,66.0,63.0,42.0,62.0,60.0,78.0,65,68.0,64.0
240465,61.0,55.0,66.0,48.0,59.0,27.0,72.0,65,37.0,57.0
246098,37.0,42.0,61.0,64.0,50.0,28.0,30.0,65,32.0,68.0
189010,44.0,60.0,53.0,32.0,52.0,32.0,67.0,65,50.0,83.0
203347,71.0,72.0,64.0,67.0,63.0,60.0,74.0,65,61.0,75.0
204883,43.0,54.0,22.0,10.0,12.0,9.0,57.0,65,11.0,28.0
214099,80.0,79.0,66.0,54.0,66.0,59.0,81.0,65,62.0,62.0
225363,71.0,83.0,67.0,55.0,71.0,57.0,66.0,65,60.0,67.0
233043,61.0,59.0,55.0,40.0,47.0,26.0,57.0,65,43.0,74.0
193875,78.0,71.0,62.0,60.0,63.0,23.0,86.0,65,60.0,81.0
210772,30.0,34.0,18.0,15.0,12.0,14.0,33.0,65,13.0,41.0
148564,69.0,74.0,63.0,64.0,63.0,59.0,70.0,65,62.0,62.0
240212,39.0,21.0,13.0,13.0,8.0,5.0,34.0,65,6.0,20.0
181844,67.0,73.0,64.0,66.0,64.0,65.0,73.0,65,64.0,57.0
189780,71.0,61.0,55.0,55.0,56.0,31.0,74.0,65,33.0,71.0
208983,76.0,81.0,67.0,58.0,65.0,55.0,79.0,65,59.0,74.0
235095,67.0,67.0,63.0,35.0,57.0,43.0,61.0,65,64.0,85.0
239703,73.0,69.0,64.0,60.0,67.0,52.0,65.0,65,58.0,80.0
118359,53.0,53.0,63.0,58.0,60.0,62.0,83.0,65,58.0,70.0
208984,76.0,70.0,62.0,63.0,67.0,55.0,65.0,65,58.0,82.0
223320,79.0,76.0,65.0,62.0,65.0,58.0,57.0,65,65.0,69.0
238936,82.0,84.0,64.0,65.0,65.0,64.0,73.0,65,64.0,69.0
215129,80.0,76.0,65.0,66.0,61.0,64.0,64.0,65,67.0,71.0
225625,88.0,55.0,59.0,55.0,64.0,48.0,63.0,65,54.0,75.0
240729,74.0,70.0,69.0,64.0,65.0,52.0,56.0,65,53.0,66.0
199002,67.0,80.0,67.0,52.0,66.0,55.0,74.0,65,63.0,72.0
213338,78.0,66.0,64.0,60.0,68.0,47.0,67.0,65,57.0,70.0
214362,85.0,79.0,65.0,61.0,70.0,59.0,92.0,65,54.0,62.0
221018,52.0,41.0,59.0,46.0,43.0,42.0,48.0,65,26.0,66.0
231514,74.0,82.0,64.0,54.0,65.0,39.0,77.0,65,60.0,79.0
245850,65.0,55.0,65.0,45.0,65.0,52.0,58.0,65,58.0,68.0
213595,73.0,72.0,63.0,62.0,66.0,27.0,66.0,65,55.0,73.0
225883,69.0,79.0,67.0,59.0,68.0,48.0,52.0,65,65.0,67.0
234587,69.0,61.0,72.0,55.0,61.0,62.0,57.0,65,72.0,72.0
175963,71.0,80.0,67.0,60.0,67.0,62.0,69.0,65,66.0,83.0
244827,25.0,42.0,17.0,14.0,13.0,9.0,59.0,65,4.0,22.0
181339,77.0,68.0,62.0,60.0,58.0,49.0,81.0,65,59.0,83.0
183643,52.0,50.0,23.0,15.0,13.0,7.0,67.0,65,14.0,32.0
224348,58.0,60.0,25.0,18.0,21.0,12.0,50.0,65,15.0,34.0
241500,70.0,72.0,63.0,59.0,65.0,61.0,67.0,65,64.0,74.0
244316,36.0,21.0,21.0,10.0,16.0,5.0,36.0,65,6.0,23.0
181852,52.0,50.0,56.0,44.0,58.0,66.0,65.0,65,68.0,43.0
204637,76.0,69.0,67.0,56.0,69.0,61.0,60.0,65,61.0,61.0
214877,69.0,71.0,67.0,57.0,67.0,60.0,71.0,65,59.0,67.0
162397,73.0,67.0,60.0,65.0,55.0,41.0,81.0,65,52.0,73.0
233053,68.0,69.0,70.0,42.0,70.0,46.0,54.0,65,65.0,73.0
238941,79.0,55.0,61.0,70.0,58.0,37.0,58.0,65,56.0,70.0
182365,32.0,42.0,23.0,13.0,15.0,13.0,45.0,65,7.0,30.0
238686,76.0,61.0,63.0,62.0,62.0,62.0,54.0,65,67.0,85.0
239454,72.0,59.0,62.0,66.0,68.0,65.0,62.0,65,63.0,54.0
197983,54.0,70.0,59.0,60.0,55.0,43.0,75.0,65,53.0,65.0
219743,69.0,63.0,60.0,60.0,57.0,40.0,80.0,65,47.0,83.0
224095,65.0,68.0,66.0,55.0,69.0,58.0,74.0,65,53.0,59.0
229727,76.0,60.0,37.0,36.0,25.0,26.0,79.0,65,34.0,76.0
213856,85.0,75.0,62.0,64.0,63.0,59.0,66.0,65,61.0,74.0
229472,74.0,72.0,68.0,53.0,66.0,52.0,65.0,65,60.0,66.0
231264,68.0,66.0,65.0,67.0,71.0,55.0,44.0,65,66.0,51.0
179808,70.0,76.0,63.0,70.0,65.0,49.0,77.0,65,55.0,67.0
198497,52.0,62.0,50.0,34.0,32.0,19.0,85.0,65,22.0,72.0
221793,80.0,79.0,64.0,55.0,71.0,68.0,58.0,65,60.0,63.0
210786,93.0,87.0,65.0,62.0,66.0,52.0,83.0,65,59.0,68.0
212066,79.0,78.0,62.0,65.0,62.0,36.0,79.0,65,54.0,74.0
213090,58.0,64.0,45.0,31.0,39.0,17.0,79.0,65,38.0,66.0
219746,69.0,73.0,68.0,66.0,67.0,47.0,78.0,65,36.0,69.0
222306,81.0,77.0,67.0,65.0,65.0,47.0,53.0,65,60.0,70.0
244834,59.0,61.0,67.0,35.0,65.0,71.0,63.0,65,64.0,67.0
224099,73.0,80.0,64.0,61.0,59.0,32.0,63.0,65,57.0,76.0
232291,77.0,69.0,66.0,62.0,68.0,67.0,53.0,65,65.0,72.0
237155,71.0,69.0,63.0,59.0,65.0,12.0,71.0,65,45.0,71.0
240227,54.0,44.0,65.0,44.0,62.0,34.0,51.0,65,42.0,71.0
195427,65.0,51.0,64.0,31.0,58.0,66.0,73.0,65,65.0,81.0
213604,46.0,77.0,63.0,58.0,54.0,27.0,68.0,65,46.0,75.0
219492,71.0,69.0,60.0,51.0,59.0,43.0,75.0,65,43.0,84.0
241508,81.0,80.0,66.0,58.0,68.0,57.0,69.0,65,67.0,71.0
243300,67.0,77.0,67.0,60.0,68.0,45.0,55.0,65,64.0,48.0
209253,86.0,62.0,61.0,58.0,63.0,56.0,58.0,65,58.0,84.0
225381,58.0,68.0,70.0,63.0,64.0,49.0,63.0,65,65.0,34.0
225893,72.0,75.0,66.0,57.0,65.0,65.0,64.0,65,65.0,58.0
229733,43.0,53.0,37.0,29.0,25.0,18.0,60.0,65,23.0,66.0
231525,55.0,79.0,64.0,46.0,55.0,32.0,74.0,65,39.0,83.0
238693,80.0,76.0,63.0,66.0,62.0,55.0,63.0,65,57.0,67.0
213094,71.0,60.0,61.0,64.0,61.0,58.0,81.0,65,57.0,70.0
236390,91.0,61.0,61.0,60.0,62.0,30.0,60.0,65,62.0,68.0
243558,64.0,70.0,68.0,51.0,58.0,28.0,69.0,65,62.0,73.0
187494,55.0,60.0,60.0,60.0,59.0,52.0,50.0,65,63.0,74.0
218471,73.0,74.0,64.0,62.0,63.0,62.0,70.0,65,60.0,65.0
49511,24.0,31.0,49.0,33.0,24.0,46.0,44.0,65,40.0,41.0
181095,70.0,58.0,66.0,52.0,62.0,67.0,57.0,65,65.0,64.0
210792,85.0,69.0,66.0,57.0,68.0,66.0,78.0,65,60.0,64.0
225128,64.0,75.0,68.0,56.0,66.0,56.0,71.0,65,63.0,75.0
225896,63.0,54.0,54.0,57.0,42.0,35.0,61.0,65,49.0,68.0
242280,73.0,76.0,68.0,42.0,66.0,59.0,63.0,65,58.0,69.0
218985,65.0,54.0,61.0,51.0,57.0,47.0,59.0,65,42.0,75.0
224361,79.0,71.0,67.0,60.0,67.0,52.0,56.0,65,62.0,80.0
169578,62.0,68.0,62.0,63.0,62.0,44.0,68.0,65,48.0,75.0
241002,89.0,88.0,69.0,41.0,69.0,61.0,94.0,65,68.0,68.0
189802,67.0,46.0,59.0,69.0,52.0,46.0,71.0,65,55.0,89.0
199787,54.0,46.0,60.0,46.0,49.0,32.0,35.0,65,44.0,64.0
205419,75.0,59.0,66.0,69.0,62.0,38.0,80.0,65,42.0,88.0
213355,90.0,57.0,65.0,49.0,70.0,59.0,65.0,65,58.0,71.0
245099,60.0,52.0,62.0,65.0,57.0,37.0,60.0,65,57.0,72.0
226924,67.0,65.0,63.0,48.0,56.0,50.0,58.0,65,58.0,73.0
204397,69.0,59.0,55.0,51.0,52.0,32.0,75.0,65,22.0,49.0
217709,52.0,46.0,41.0,28.0,31.0,30.0,72.0,65,31.0,61.0
223085,75.0,73.0,64.0,57.0,63.0,61.0,91.0,65,62.0,81.0
229741,70.0,75.0,64.0,63.0,65.0,47.0,75.0,65,62.0,74.0
192365,82.0,81.0,70.0,55.0,72.0,50.0,47.0,65,61.0,73.0
228974,70.0,67.0,68.0,45.0,59.0,54.0,65.0,65,32.0,72.0
179822,68.0,50.0,75.0,60.0,73.0,49.0,58.0,65,60.0,73.0
170095,78.0,70.0,58.0,65.0,59.0,42.0,78.0,65,57.0,85.0
240751,17.0,46.0,17.0,12.0,13.0,7.0,58.0,65,7.0,22.0
208752,65.0,70.0,42.0,33.0,32.0,30.0,77.0,65,34.0,68.0
209264,79.0,85.0,69.0,49.0,68.0,64.0,82.0,65,62.0,73.0
205937,77.0,76.0,67.0,67.0,70.0,65.0,63.0,65,57.0,55.0
234097,77.0,71.0,67.0,51.0,65.0,71.0,63.0,65,70.0,52.0
235377,74.0,62.0,64.0,36.0,63.0,64.0,60.0,65,64.0,55.0
238961,73.0,67.0,62.0,61.0,60.0,27.0,63.0,65,49.0,79.0
202866,72.0,84.0,68.0,59.0,68.0,55.0,44.0,65,63.0,49.0
235890,60.0,59.0,69.0,54.0,54.0,41.0,58.0,65,36.0,67.0
235891,65.0,72.0,60.0,67.0,62.0,26.0,64.0,65,61.0,68.0
243571,73.0,58.0,64.0,67.0,62.0,22.0,74.0,65,59.0,67.0
215412,73.0,65.0,62.0,58.0,63.0,29.0,72.0,65,55.0,77.0
222836,62.0,70.0,63.0,50.0,63.0,55.0,67.0,65,57.0,73.0
229236,76.0,75.0,62.0,57.0,61.0,38.0,61.0,65,50.0,59.0
210805,64.0,69.0,65.0,55.0,66.0,58.0,65.0,65,62.0,79.0
216181,55.0,63.0,58.0,51.0,54.0,32.0,67.0,65,38.0,91.0
216693,66.0,77.0,55.0,64.0,65.0,33.0,88.0,65,50.0,71.0
240501,72.0,71.0,63.0,65.0,64.0,40.0,70.0,65,48.0,67.0
244341,48.0,43.0,61.0,48.0,57.0,38.0,57.0,65,43.0,52.0
185205,72.0,69.0,62.0,45.0,68.0,65.0,75.0,65,60.0,71.0
219254,54.0,48.0,58.0,45.0,61.0,65.0,60.0,65,72.0,60.0
222838,79.0,79.0,68.0,66.0,66.0,50.0,78.0,65,55.0,70.0
227446,52.0,54.0,67.0,29.0,62.0,66.0,74.0,65,69.0,64.0
241014,75.0,75.0,74.0,52.0,74.0,57.0,50.0,65,46.0,33.0
188278,46.0,41.0,16.0,12.0,13.0,11.0,67.0,65,9.0,32.0
198007,60.0,64.0,65.0,61.0,63.0,52.0,48.0,65,64.0,76.0
223095,78.0,90.0,73.0,52.0,74.0,67.0,68.0,65,69.0,60.0
223607,70.0,65.0,60.0,61.0,61.0,33.0,70.0,65,56.0,70.0
226679,76.0,61.0,66.0,55.0,67.0,64.0,63.0,65,60.0,58.0
232311,80.0,75.0,60.0,60.0,67.0,50.0,79.0,65,57.0,74.0
209784,71.0,71.0,66.0,67.0,62.0,37.0,64.0,65,55.0,73.0
213368,55.0,52.0,55.0,64.0,44.0,42.0,55.0,65,39.0,76.0
228216,78.0,75.0,64.0,55.0,64.0,29.0,52.0,65,58.0,70.0
239224,76.0,67.0,65.0,55.0,68.0,53.0,74.0,65,62.0,59.0
222585,50.0,42.0,70.0,32.0,69.0,66.0,60.0,65,58.0,64.0
229753,71.0,63.0,64.0,52.0,66.0,50.0,70.0,65,54.0,69.0
237177,72.0,77.0,66.0,54.0,62.0,42.0,66.0,65,47.0,69.0
241273,74.0,66.0,60.0,57.0,61.0,41.0,54.0,65,60.0,69.0
194937,54.0,46.0,55.0,44.0,51.0,27.0,74.0,65,33.0,75.0
211322,68.0,68.0,64.0,67.0,62.0,48.0,76.0,65,55.0,68.0
216442,75.0,72.0,67.0,49.0,65.0,65.0,66.0,65,64.0,69.0
221562,70.0,66.0,71.0,44.0,65.0,42.0,70.0,65,45.0,74.0
223866,54.0,63.0,64.0,41.0,58.0,41.0,58.0,65,54.0,76.0
215419,81.0,66.0,63.0,61.0,64.0,24.0,55.0,65,53.0,73.0
216699,65.0,73.0,70.0,51.0,64.0,49.0,53.0,65,55.0,60.0
221819,78.0,65.0,60.0,71.0,64.0,53.0,68.0,65,61.0,60.0
222843,30.0,33.0,64.0,34.0,62.0,66.0,30.0,65,68.0,54.0
223867,73.0,80.0,61.0,68.0,62.0,59.0,78.0,65,59.0,68.0
179579,70.0,76.0,67.0,61.0,61.0,49.0,67.0,65,56.0,64.0
189563,70.0,63.0,55.0,59.0,52.0,42.0,82.0,65,39.0,79.0
232316,74.0,61.0,60.0,51.0,57.0,29.0,65.0,65,48.0,70.0
236668,70.0,72.0,65.0,66.0,68.0,45.0,64.0,65,62.0,75.0
243580,89.0,77.0,59.0,32.0,64.0,62.0,54.0,65,66.0,58.0
190588,77.0,70.0,58.0,62.0,63.0,60.0,73.0,65,59.0,85.0
198269,89.0,54.0,63.0,59.0,65.0,63.0,59.0,65,60.0,80.0
211581,59.0,49.0,62.0,46.0,60.0,48.0,63.0,65,53.0,58.0
225149,49.0,54.0,20.0,14.0,16.0,17.0,58.0,65,20.0,42.0
239997,70.0,52.0,63.0,39.0,60.0,66.0,69.0,65,64.0,61.0
211070,62.0,56.0,62.0,54.0,60.0,51.0,32.0,65,52.0,72.0
220030,69.0,66.0,54.0,58.0,57.0,34.0,60.0,65,54.0,78.0
223102,72.0,83.0,63.0,68.0,68.0,59.0,47.0,65,54.0,66.0
223870,80.0,82.0,68.0,64.0,65.0,52.0,77.0,65,61.0,77.0
237438,61.0,55.0,65.0,28.0,62.0,69.0,69.0,65,66.0,61.0
244350,73.0,62.0,63.0,57.0,66.0,67.0,60.0,65,67.0,62.0
232831,66.0,58.0,45.0,40.0,38.0,21.0,66.0,65,32.0,64.0
237183,69.0,56.0,69.0,62.0,73.0,68.0,43.0,65,70.0,71.0
239999,29.0,38.0,16.0,12.0,5.0,9.0,64.0,65,8.0,19.0
244607,27.0,46.0,11.0,11.0,10.0,6.0,70.0,65,8.0,44.0
213376,55.0,62.0,59.0,57.0,43.0,45.0,71.0,65,50.0,63.0
155264,37.0,34.0,44.0,36.0,29.0,39.0,61.0,65,38.0,55.0
233088,32.0,38.0,18.0,13.0,10.0,8.0,51.0,65,9.0,28.0
237184,70.0,73.0,62.0,48.0,65.0,58.0,60.0,65,64.0,73.0
208001,79.0,83.0,67.0,69.0,68.0,40.0,60.0,65,54.0,69.0
223105,75.0,78.0,69.0,64.0,71.0,48.0,35.0,65,51.0,62.0
223873,53.0,53.0,56.0,24.0,27.0,21.0,62.0,65,39.0,52.0
224129,80.0,77.0,58.0,65.0,57.0,39.0,69.0,65,59.0,75.0
232577,67.0,78.0,61.0,71.0,68.0,28.0,74.0,65,45.0,69.0
240513,60.0,60.0,65.0,57.0,61.0,58.0,61.0,65,59.0,66.0
215170,39.0,47.0,63.0,34.0,62.0,68.0,72.0,65,64.0,60.0
217730,69.0,56.0,55.0,59.0,58.0,41.0,74.0,65,53.0,68.0
224130,40.0,62.0,21.0,14.0,13.0,18.0,58.0,65,12.0,32.0
237698,70.0,66.0,67.0,62.0,69.0,54.0,54.0,65,62.0,65.0
203139,59.0,63.0,48.0,42.0,38.0,20.0,73.0,65,28.0,76.0
212099,67.0,74.0,65.0,58.0,69.0,58.0,77.0,65,53.0,75.0
158595,47.0,67.0,62.0,63.0,59.0,37.0,73.0,65,47.0,70.0
225667,85.0,77.0,62.0,48.0,61.0,68.0,75.0,65,61.0,72.0
163203,31.0,62.0,52.0,42.0,57.0,22.0,49.0,65,23.0,67.0
232067,76.0,83.0,66.0,34.0,68.0,64.0,61.0,65,73.0,61.0
237187,62.0,57.0,53.0,28.0,45.0,43.0,75.0,65,29.0,55.0
204420,73.0,62.0,61.0,61.0,60.0,39.0,48.0,65,50.0,77.0
221316,48.0,35.0,45.0,33.0,25.0,19.0,73.0,65,24.0,62.0
225668,86.0,60.0,63.0,38.0,64.0,66.0,72.0,65,64.0,62.0
230532,78.0,58.0,65.0,62.0,67.0,58.0,58.0,65,58.0,72.0
199301,90.0,82.0,67.0,63.0,68.0,58.0,31.0,65,67.0,74.0
206469,77.0,87.0,66.0,62.0,68.0,61.0,61.0,65,71.0,59.0
211845,79.0,66.0,64.0,64.0,62.0,61.0,76.0,65,62.0,69.0
214917,39.0,52.0,52.0,46.0,38.0,35.0,57.0,65,40.0,60.0
216710,77.0,72.0,63.0,55.0,68.0,54.0,63.0,65,67.0,55.0
219782,69.0,63.0,45.0,32.0,33.0,15.0,68.0,65,30.0,65.0
236678,78.0,63.0,67.0,59.0,65.0,61.0,60.0,65,61.0,53.0
243590,75.0,78.0,55.0,69.0,70.0,35.0,69.0,65,41.0,66.0
186502,53.0,72.0,69.0,59.0,65.0,63.0,78.0,65,54.0,69.0
187782,68.0,81.0,60.0,54.0,56.0,42.0,83.0,65,53.0,78.0
188807,67.0,64.0,61.0,67.0,59.0,40.0,77.0,65,56.0,70.0
200840,77.0,61.0,49.0,37.0,57.0,38.0,91.0,65,43.0,88.0
152456,52.0,46.0,23.0,11.0,14.0,15.0,64.0,65,13.0,28.0
221576,68.0,72.0,62.0,65.0,63.0,57.0,59.0,65,49.0,74.0
162952,45.0,44.0,14.0,12.0,10.0,12.0,74.0,65,13.0,38.0
178312,40.0,49.0,21.0,18.0,18.0,14.0,65.0,65,10.0,30.0
201353,58.0,29.0,18.0,15.0,14.0,12.0,68.0,65,14.0,45.0
230793,68.0,47.0,67.0,62.0,68.0,64.0,61.0,65,68.0,40.0
183945,83.0,52.0,62.0,59.0,60.0,62.0,64.0,65,60.0,76.0
221322,59.0,38.0,59.0,27.0,53.0,33.0,75.0,65,46.0,61.0
233098,84.0,70.0,63.0,57.0,65.0,47.0,75.0,65,59.0,75.0
229259,52.0,46.0,48.0,34.0,40.0,48.0,67.0,65,32.0,73.0
236427,64.0,69.0,74.0,57.0,67.0,28.0,37.0,65,48.0,69.0
238475,52.0,46.0,41.0,30.0,33.0,21.0,72.0,65,31.0,69.0
193931,60.0,63.0,48.0,34.0,30.0,25.0,84.0,65,38.0,79.0
232332,73.0,48.0,44.0,30.0,46.0,22.0,67.0,65,20.0,60.0
234380,63.0,67.0,47.0,23.0,44.0,31.0,80.0,65,44.0,67.0
